QualityArea,OverallQual,GarageCars,BsmtQual,KitchenQual,MSSubClass,TotalBath,Fireplaces,ExterQual,LotArea,HouseAge,BsmtExposure,OverallCond,RemodAge,TotalSF,ScreenPorch,Functional,MasVnrArea,WoodDeckSF,TotRmsAbvGrd,BsmtFinType1,BsmtFullBath,HeatingQC,1stFlrSF,GarageType,LotShape,RoofStyle,LotFrontage,SaleCondition,BsmtFinSF1,HouseStyle,BldgType,KitchenAbvGr,Neighborhood,Exterior1st,YearBuilt
8918,7,2,2,2,20,3.0,0,2,8814,2,3,5,0,2548,0,6,80.0,264,6,2,1,0,1274,1,3,1,68.0,5,925,2,0,1,5,12,2005
22536,9,3,2,0,60,2.5,1,2,11198,3,3,5,1,3626,0,6,245.0,144,11,5,0,0,1134,3,0,3,77.0,4,0,5,0,1,22,12,2005
19377,9,3,0,0,60,3.5,2,2,11050,9,2,5,9,3593,0,6,204.0,253,8,2,1,0,1476,1,3,3,70.0,4,904,5,0,1,5,12,2000
16248,8,2,2,2,60,3.5,1,2,9473,6,3,5,6,3159,0,6,0.0,0,7,2,1,0,1128,1,3,1,75.0,4,804,5,0,1,5,12,2002
10944,6,2,3,3,70,1.0,1,3,13515,88,3,6,57,2588,0,6,0.0,0,8,5,0,0,1060,5,3,2,60.0,4,0,5,0,1,3,13,1919
5040,5,1,3,3,20,1.0,1,3,11425,52,3,6,52,2016,0,6,0.0,0,4,1,0,2,1008,1,0,1,74.5,4,486,2,0,1,12,3,1954
3470,5,1,3,2,30,1.0,1,3,4280,94,3,6,5,1134,0,6,0.0,0,4,3,0,4,694,5,3,1,40.0,4,365,2,0,1,6,14,1913
10368,6,2,3,3,90,2.0,0,3,12640,30,1,5,30,3456,0,6,0.0,40,8,4,0,4,1728,1,0,1,55.0,4,936,2,2,2,11,9,1976
11116,7,2,2,2,20,2.0,0,2,10264,7,0,5,7,3176,0,6,183.0,158,6,0,0,0,1588,1,0,1,78.0,4,1162,2,0,1,5,12,1999
6960,5,2,2,3,20,2.5,1,3,11341,53,3,6,14,2784,95,4,180.0,0,5,0,1,4,1392,5,0,3,70.5,4,1302,2,0,1,19,13,1957
44760,10,3,0,0,60,4.5,2,2,15623,11,0,5,11,6872,0,6,0.0,171,10,2,1,0,2411,1,0,3,160.0,0,2096,5,0,1,15,13,1996
13783,7,2,2,3,60,2.5,1,3,11952,30,3,6,30,2777,276,6,0.0,0,8,5,0,4,1161,1,3,4,92.0,4,0,5,0,1,14,14,1977
10528,7,2,2,2,120,2.0,1,2,3182,4,3,5,3,2850,0,6,16.0,156,7,2,0,0,1504,1,3,1,43.0,4,16,2,4,1,0,12,2005
6380,5,1,3,3,20,1.0,0,3,9571,51,3,3,51,2552,0,4,0.0,0,5,5,0,4,1276,1,3,1,68.0,0,0,2,0,1,7,2,1958
16200,9,2,0,0,20,2.0,0,2,11923,2,3,5,2,3600,0,6,0.0,288,7,5,0,0,1800,1,0,1,122.0,4,0,2,0,1,5,12,2007
4896,6,0,2,3,90,2.0,0,3,11841,17,0,5,17,1632,0,6,104.0,0,5,2,1,4,816,1,3,1,81.0,4,816,6,2,1,7,6,1990
5200,5,2,3,3,20,1.0,0,3,7200,56,3,7,56,1040,0,6,0.0,0,5,5,0,4,1040,5,3,3,60.0,4,0,2,0,1,12,13,1950
4620,5,1,2,3,20,1.0,0,3,7990,33,3,6,33,1848,0,6,0.0,0,5,5,0,4,924,5,0,3,88.0,4,0,2,0,1,5,6,1975
4992,6,2,3,2,45,1.0,0,3,7227,54,3,6,54,1664,0,6,0.0,0,4,5,0,2,832,5,3,1,59.0,4,0,1,0,1,12,8,1954
13202,7,2,2,2,60,2.5,1,2,11214,8,3,5,7,2816,0,6,0.0,89,10,5,0,2,956,1,0,1,65.0,4,0,5,0,1,8,12,1998
15372,7,3,2,2,20,2.0,1,2,14684,19,2,7,18,4354,0,6,234.0,84,7,0,0,2,2196,1,0,3,90.0,4,485,2,0,1,20,6,1990
5195,5,2,3,3,190,2.5,0,3,11625,45,2,4,45,2078,0,6,0.0,0,6,1,1,0,1039,1,3,3,75.0,4,841,2,1,1,19,9,1965
6355,5,1,3,3,50,2.0,1,3,21286,60,3,5,58,1991,0,6,0.0,0,7,5,0,4,720,1,3,1,115.0,4,0,0,0,1,19,13,1948
6835,5,1,3,3,50,2.0,0,3,8405,108,3,8,58,2228,0,6,0.0,0,7,4,1,0,961,5,3,1,50.0,4,241,0,0,1,7,8,1900
14651,7,2,2,3,60,2.5,1,3,20544,22,3,6,17,2884,0,6,123.0,364,7,5,0,2,1236,1,0,1,46.0,4,0,5,0,1,14,9,1986
4320,5,1,3,3,20,2.0,1,3,15523,37,0,6,37,1728,0,6,0.0,0,5,1,1,0,864,1,0,1,36.0,4,460,2,0,1,5,6,1972
14682,6,1,3,2,50,2.0,1,3,9638,91,3,7,20,3251,116,3,0.0,272,10,5,0,0,1699,5,3,1,50.0,4,0,0,0,1,18,13,1919
6324,6,2,3,2,85,2.0,0,3,8800,47,1,7,47,1990,0,6,156.0,120,6,2,1,0,1054,1,3,1,80.0,0,763,6,0,1,12,8,1963
5600,5,0,2,3,20,1.0,0,3,8402,0,3,5,0,2240,0,6,0.0,0,6,0,0,0,1120,1,3,1,70.0,5,206,2,0,1,11,12,2007
11312,7,3,2,2,20,2.0,0,2,8688,1,0,5,1,3232,0,6,228.0,208,7,5,0,0,1616,1,3,1,73.0,4,0,2,0,1,21,12,2005
5365,5,2,3,3,20,2.5,0,3,10289,42,3,7,42,2146,0,6,168.0,0,6,0,1,4,1073,1,3,3,79.0,4,836,2,0,1,12,8,1965
6945,5,2,2,3,20,2.0,1,3,10010,32,0,5,31,2778,0,6,0.0,240,6,0,1,2,1389,1,3,1,77.0,4,1071,2,0,1,11,6,1974
3444,4,2,3,3,30,1.0,0,3,12342,69,3,5,59,1722,0,6,0.0,158,4,1,0,0,861,5,0,1,66.5,4,262,2,0,1,7,12,1940
7945,7,2,2,2,70,2.0,0,2,7200,73,3,9,2,1695,0,6,0.0,256,6,0,1,0,575,5,3,1,60.0,4,350,5,0,1,18,13,1936
22624,8,3,0,2,60,4.0,1,2,9965,1,1,5,0,4294,0,6,340.0,125,11,2,1,0,1466,3,3,3,77.0,5,1150,5,0,1,5,12,2006
12928,8,2,2,2,120,3.0,1,2,5389,15,3,5,14,3211,0,6,0.0,237,5,2,1,0,1616,1,0,1,39.0,4,1180,2,4,1,22,5,1995
7185,5,2,2,2,20,3.0,1,2,10768,31,1,8,3,2874,180,6,0.0,0,6,0,1,4,1437,1,0,1,90.0,4,1157,2,0,1,24,9,1976
11410,7,2,2,2,20,2.0,1,2,9750,9,3,5,8,3260,0,6,171.0,74,6,5,0,0,1630,1,3,1,75.0,4,0,2,0,1,5,12,2000
14400,8,3,0,2,20,3.0,1,2,14331,4,1,5,4,3600,0,6,630.0,270,7,2,1,0,1800,1,3,3,85.0,4,1274,2,0,1,23,12,2002
11130,6,2,3,3,80,2.5,1,2,9600,31,3,7,13,2383,0,6,360.0,113,7,5,0,0,1094,1,3,3,80.0,4,0,7,0,1,24,9,1976
10050,6,2,2,3,60,2.5,1,3,24682,10,3,5,10,2516,0,6,0.0,0,7,5,0,0,892,3,2,1,65.0,4,0,5,0,1,8,12,1999
14588,7,2,2,2,60,3.5,0,2,10142,6,3,5,6,3040,0,6,0.0,0,8,2,1,0,956,3,0,1,76.0,4,656,5,0,1,20,12,2004
5555,5,1,3,3,50,1.5,0,3,9084,67,2,6,58,1727,0,6,0.0,48,5,3,0,4,616,5,3,1,60.0,4,236,0,0,1,7,12,1941
2187,3,0,3,3,30,1.0,0,2,4130,73,3,6,5,999,0,1,0.0,0,5,5,0,2,729,1,0,1,56.0,4,0,2,0,1,3,12,1935
9516,6,2,2,3,20,2.0,1,3,17043,30,3,5,11,2948,0,6,0.0,192,7,5,0,4,1586,1,0,1,48.0,4,0,2,0,1,14,6,1979
20106,9,3,0,0,20,3.0,1,0,17423,1,3,5,0,4450,0,6,748.0,0,9,2,1,0,2234,1,0,3,63.0,5,1904,2,0,1,22,12,2008
3432,4,0,3,3,20,1.0,0,3,8125,35,3,4,35,1716,0,6,0.0,0,5,1,0,4,858,1,0,1,74.5,4,614,2,0,1,12,6,1971
4165,5,0,3,3,20,2.0,0,3,8780,24,3,5,24,1666,0,6,0.0,0,5,0,1,0,833,1,0,1,71.0,4,625,2,0,1,11,6,1985
6415,5,2,3,3,20,2.0,0,3,7763,46,3,7,28,2214,0,6,0.0,0,6,4,1,4,1283,5,3,1,70.0,4,504,2,0,1,12,8,1962
9864,6,2,3,3,20,2.0,2,3,9600,56,3,5,56,3060,0,6,238.0,110,7,2,1,4,1644,1,3,3,80.0,4,1285,2,0,1,12,6,1953
8298,6,1,3,3,20,1.5,0,3,11600,46,3,5,46,2766,0,6,175.0,0,7,4,0,4,1383,1,3,3,80.0,4,565,2,0,1,12,13,1960
12438,6,2,2,3,20,3.0,2,3,13175,32,3,6,22,3615,0,2,119.0,349,7,0,1,4,2073,1,3,1,85.0,4,790,2,0,1,14,9,1978
7695,5,2,3,2,70,2.0,1,3,10440,104,3,8,6,2189,0,6,0.0,70,8,5,0,2,958,5,3,1,60.0,4,0,5,0,1,17,8,1904
10864,7,3,2,2,20,2.0,0,2,10084,1,0,5,0,3104,0,6,196.0,144,7,2,0,0,1552,1,3,1,84.0,5,24,2,0,1,5,12,2005
4625,5,1,3,3,20,1.5,0,3,9100,44,3,6,44,1850,0,6,0.0,0,5,1,0,0,925,5,3,1,70.0,4,338,2,0,1,12,12,1965
9898,7,2,2,2,20,2.0,0,2,8773,6,0,5,6,2828,0,6,98.0,132,6,2,0,0,1414,1,3,1,65.0,4,24,2,0,1,5,12,2004
4578,3,0,3,1,50,1.0,0,1,8470,94,3,2,27,2026,0,6,0.0,0,6,5,0,4,1013,1,0,3,105.0,0,0,0,0,1,9,9,1915
8560,5,2,3,3,90,2.0,0,3,8393,47,3,5,1,3338,0,6,122.0,272,8,3,0,0,1712,1,3,1,70.0,3,528,2,2,2,12,8,1959
13736,8,3,0,2,20,2.0,1,2,11146,3,0,5,3,3426,0,6,250.0,169,7,5,0,0,1717,1,0,1,87.0,4,0,2,0,1,16,12,2006
8750,5,1,1,0,70,1.0,0,3,9000,126,3,6,15,2386,0,6,0.0,0,8,5,0,4,1089,5,3,1,50.0,0,0,5,0,1,17,12,1880
7056,6,2,3,3,50,1.0,0,2,6000,72,3,9,9,1874,0,6,0.0,210,4,5,0,4,786,5,3,1,50.0,4,0,0,0,1,3,8,1937
15488,8,2,2,2,60,2.5,1,2,11194,6,3,5,6,3342,0,6,40.0,188,7,5,0,0,1454,1,0,1,106.0,4,0,5,0,1,8,12,2000
3432,4,1,3,3,20,1.0,0,3,7340,36,3,6,36,1716,0,6,0.0,0,4,0,0,4,858,5,0,1,74.5,4,322,2,0,1,12,6,1971
15352,8,2,2,2,60,2.5,1,2,15611,0,0,5,0,2998,0,6,0.0,0,8,5,0,0,1079,1,3,1,120.0,5,0,5,0,1,5,12,2006
12334,7,2,1,2,70,2.5,0,3,7200,86,3,7,56,2358,0,6,0.0,36,8,5,1,0,998,5,3,3,60.0,4,0,5,0,1,17,13,1920
8640,5,2,3,3,90,2.0,0,3,13101,43,3,5,43,3456,0,6,108.0,0,10,3,0,4,1728,5,0,1,74.0,4,231,2,2,2,12,6,1965
11382,7,2,2,2,160,3.5,0,2,2448,5,3,5,4,2390,0,6,106.0,0,6,2,1,0,764,3,3,1,36.0,4,573,5,3,1,16,12,2003
10472,7,2,2,2,60,3.5,1,2,17104,0,0,5,0,2150,0,6,0.0,100,7,2,1,0,664,1,0,1,58.0,5,554,5,0,1,8,12,2006
4740,6,1,2,3,30,1.0,0,3,6292,78,2,5,58,1558,0,6,0.0,0,4,4,0,4,790,5,3,1,52.0,4,384,2,0,1,18,13,1930
13545,7,2,2,3,60,2.5,1,3,12384,31,3,7,31,2728,0,6,233.0,0,7,5,0,4,1142,1,3,1,80.0,4,0,5,0,1,14,9,1976
13748,7,2,3,3,60,2.5,1,3,10480,32,3,6,32,2767,0,6,660.0,0,8,0,0,4,1098,1,3,3,80.0,4,403,5,0,1,14,9,1976
13328,8,1,3,2,70,1.0,1,3,5100,83,3,7,12,2254,0,6,0.0,192,7,5,0,1,833,5,3,3,60.0,4,0,5,0,1,17,11,1925
4925,5,1,2,3,80,2.0,0,2,8385,31,0,8,31,1970,0,6,220.0,210,6,2,0,4,985,1,3,1,65.0,4,595,7,0,1,5,6,1977
9506,7,2,2,2,120,3.0,1,2,8198,4,0,5,4,2716,0,6,146.0,192,6,2,1,0,1358,1,3,1,59.0,4,720,2,4,1,16,12,2004
5088,6,2,2,2,120,2.0,0,2,4426,6,0,5,6,1696,0,6,169.0,160,3,2,1,0,848,1,3,1,70.0,4,662,2,4,1,5,12,2004
15760,8,3,2,0,60,2.5,1,2,11065,0,2,5,0,3055,0,6,788.0,177,8,5,0,0,1120,3,0,1,86.0,5,0,5,0,1,16,12,2006
16368,8,3,0,2,20,2.5,1,2,11844,1,2,5,1,4092,0,6,464.0,322,7,5,0,0,2046,1,0,3,80.0,5,0,2,0,1,22,12,2008
13055,7,3,2,2,60,3.5,1,2,10316,8,3,5,8,2857,0,6,0.0,0,7,2,1,0,992,1,0,1,70.0,4,735,5,0,1,5,12,2000
12804,6,2,3,2,75,2.0,0,3,11888,93,3,6,15,2978,0,6,0.0,0,10,5,0,2,1445,5,0,1,52.0,4,0,4,0,1,3,13,1916
18522,7,3,2,2,60,3.5,1,2,9900,16,1,5,16,3993,0,6,256.0,340,9,2,1,0,1372,1,3,1,90.0,4,987,5,0,1,15,6,1993
7416,6,2,3,3,20,2.0,0,3,7407,53,3,7,14,2148,0,6,0.0,0,6,2,1,4,1236,1,3,1,90.0,4,600,2,0,1,17,8,1957
4510,5,2,2,3,20,2.0,0,3,8885,23,0,5,23,1766,0,6,0.0,164,5,1,1,4,902,1,0,1,71.0,4,301,2,0,1,11,6,1983
4560,5,1,3,3,20,2.0,0,3,12968,46,3,6,46,1824,176,6,0.0,140,4,0,1,4,912,5,1,3,70.5,4,737,2,0,1,19,6,1962
9936,6,2,3,3,20,2.0,2,3,31770,50,1,5,50,2736,0,6,112.0,210,7,1,1,1,1656,1,0,3,141.0,4,639,2,0,1,12,3,1960
8292,6,2,3,3,80,2.0,1,3,19296,47,1,5,47,2744,0,6,399.0,0,6,4,1,4,1382,1,3,1,120.0,4,672,7,0,1,12,13,1962
10100,5,2,3,3,90,2.0,2,3,8400,30,3,5,30,2020,0,6,320.0,0,10,5,0,4,2020,5,3,1,60.0,4,0,2,2,2,20,9,1977
6312,6,2,3,3,80,2.0,0,3,8816,39,0,7,39,2062,0,6,80.0,0,6,2,1,2,1052,1,3,1,80.0,4,504,7,0,1,4,6,1971
20248,8,3,2,2,60,2.5,1,2,12257,12,0,5,12,3849,0,6,513.0,222,9,3,0,0,1328,1,0,1,65.0,4,56,5,0,1,15,12,1995
14816,8,3,2,2,60,2.5,2,2,9066,9,2,5,8,2856,0,6,320.0,224,7,2,0,0,1004,1,0,1,73.0,4,668,5,0,1,5,12,1999
13280,8,2,0,2,20,3.0,1,2,10182,0,2,5,0,3320,0,6,420.0,322,8,2,1,0,1660,1,0,3,85.0,5,1220,2,0,1,21,12,2006
15381,9,2,0,2,120,3.0,1,2,5119,9,0,5,8,3407,0,6,60.0,97,5,2,1,0,1709,1,0,1,50.0,0,1238,2,4,1,21,8,1999
5472,6,1,3,2,20,2.5,0,3,6768,47,2,8,12,1824,0,6,0.0,168,5,2,1,2,912,5,0,3,65.0,4,832,2,0,1,19,6,1961
10584,6,2,2,2,60,3.5,0,3,15426,12,3,5,12,2692,0,6,0.0,276,7,2,1,0,928,1,0,1,65.0,4,821,5,0,1,5,12,1997
8370,6,2,3,3,60,2.0,1,3,12936,37,3,6,37,2118,0,6,0.0,294,6,1,0,4,735,1,0,1,80.0,4,593,5,0,1,14,6,1972
5200,5,1,3,3,20,2.5,0,3,7500,47,3,5,47,2080,0,6,0.0,0,5,0,1,1,1040,1,3,1,75.0,4,824,2,0,1,19,6,1963
23920,10,3,0,0,20,2.0,1,0,13472,6,1,5,6,4784,0,6,922.0,248,8,2,0,0,2392,1,3,3,103.0,4,56,2,0,1,16,12,2003
6618,6,2,3,2,30,1.0,1,3,6000,81,3,6,26,2206,0,6,0.0,166,5,1,0,2,1103,5,3,1,50.0,4,397,2,0,1,17,8,1925
16624,8,3,0,0,60,3.5,1,2,10800,1,3,5,0,3112,0,6,100.0,0,8,2,1,0,1050,1,3,1,85.0,5,789,5,0,1,21,12,2007
4015,5,2,3,3,45,1.0,0,3,5000,66,0,6,57,1523,0,6,0.0,0,5,1,0,3,803,5,3,1,50.0,4,116,1,0,1,9,8,1941
6912,6,1,3,2,20,1.5,1,3,14000,59,3,8,5,2244,0,6,0.0,0,6,5,0,0,1152,1,3,1,80.0,3,0,2,0,1,6,6,1950
8211,7,2,2,2,85,3.0,2,3,10625,36,1,6,36,2226,0,6,81.0,0,6,2,1,4,1173,1,3,1,85.0,3,885,6,0,1,14,9,1974
4368,4,0,3,1,190,2.0,0,1,5600,80,3,5,60,1092,0,4,0.0,0,7,5,0,1,372,1,3,3,70.0,4,0,5,1,2,9,12,1930
8920,5,1,2,3,70,1.5,0,3,13132,92,2,5,56,2531,0,6,0.0,203,9,5,0,2,892,5,3,1,96.0,4,0,5,0,1,6,13,1914
13440,7,2,3,2,80,3.0,1,3,10192,38,3,6,14,2490,0,6,143.0,0,8,5,0,2,1222,1,0,1,102.0,4,0,7,0,1,14,8,1968
11690,7,3,2,2,20,2.0,1,2,14859,0,3,5,0,3340,0,6,27.0,144,7,5,0,0,1670,1,0,3,50.0,5,0,2,0,1,8,12,2006
8561,7,2,2,2,160,2.5,0,2,2544,1,3,5,1,1743,0,6,0.0,0,4,5,0,0,520,5,3,1,24.0,4,0,5,3,1,21,8,2005
12607,7,2,3,3,20,3.0,2,3,15602,51,3,8,13,3302,161,6,0.0,0,6,0,1,4,1801,1,0,1,100.0,4,1247,2,0,1,6,3,1959
8280,5,2,3,3,90,2.0,0,3,9246,35,3,5,35,3312,0,6,564.0,0,8,5,0,4,1656,5,0,1,87.0,4,0,2,2,2,14,9,1973
12019,7,3,3,2,70,2.0,1,3,9550,91,3,5,36,2473,0,6,0.0,0,7,0,1,2,961,5,0,1,60.0,0,216,5,0,1,6,13,1915
23391,9,3,2,2,60,2.5,1,2,14774,11,3,5,11,3992,0,6,165.0,668,10,5,0,0,1422,3,0,1,108.0,4,0,5,0,1,15,12,1999
8220,5,1,3,2,70,1.5,2,3,9480,65,3,7,12,2372,0,6,224.0,168,7,3,0,0,888,1,3,1,79.0,4,386,5,0,1,12,8,1942
19744,8,3,0,2,60,3.5,1,2,12099,3,0,5,3,3604,0,6,388.0,184,10,2,1,0,1136,3,0,1,99.0,4,970,5,0,1,16,12,2004
6810,5,2,2,3,50,2.5,0,3,14115,16,3,5,14,2158,0,6,0.0,40,5,2,1,0,796,1,0,1,85.0,4,732,0,0,1,11,12,1993
11872,8,2,2,0,20,2.0,1,2,9037,1,0,5,1,2960,0,6,32.0,120,6,2,0,0,1484,1,0,3,64.0,4,428,2,0,1,23,12,2006
6000,5,2,3,2,20,2.5,0,3,9230,41,2,8,8,2064,0,6,166.0,0,6,2,1,2,1200,5,3,3,71.0,4,661,2,0,1,12,8,1965
8100,6,2,2,3,20,2.0,1,3,10140,35,3,5,35,2414,0,6,174.0,0,7,5,0,4,1350,1,3,3,78.0,4,0,2,0,1,14,6,1974
4608,4,0,3,1,90,2.0,0,3,6040,53,3,5,53,1152,0,6,0.0,0,6,5,0,4,1152,1,3,1,65.0,1,0,2,2,2,7,0,1955
11760,7,2,0,2,20,3.0,1,2,10140,11,3,5,10,3330,0,0,0.0,78,7,3,1,0,1680,1,3,3,78.0,4,144,2,0,1,14,12,1998
7200,5,1,3,3,50,1.0,0,3,5000,106,3,4,56,1980,0,6,0.0,0,6,5,0,2,889,1,3,1,63.0,4,0,0,0,1,17,13,1900
6070,5,1,3,3,20,2.0,1,3,10355,40,3,5,40,2428,0,6,196.0,0,5,1,0,4,1214,1,0,1,74.5,4,695,2,0,1,12,8,1967
8874,6,2,3,2,60,2.5,0,2,13517,34,3,8,5,2204,0,6,289.0,0,6,2,0,0,725,1,0,1,70.5,4,533,5,0,1,19,6,1976
14408,8,3,2,2,60,2.5,1,2,10463,1,3,5,1,2694,0,6,0.0,0,8,5,0,0,901,1,0,1,72.0,4,0,5,0,1,8,12,2005
8964,6,1,3,2,70,1.0,2,3,7500,67,3,7,59,2265,224,6,0.0,0,7,1,0,1,753,1,0,1,68.0,4,547,5,0,1,6,13,1942
16303,7,2,2,2,60,3.5,1,3,11839,18,3,5,18,3804,0,6,99.0,192,10,2,1,0,1532,1,3,3,86.0,4,1085,5,0,1,20,6,1990
12704,8,3,2,2,20,2.0,1,2,10000,1,0,5,1,3176,0,6,410.0,144,7,5,0,0,1588,1,3,3,85.0,4,0,2,0,1,21,12,2006
7164,6,2,3,3,20,1.5,1,3,8910,47,2,6,47,1849,0,6,0.0,0,6,0,0,0,1194,3,3,3,79.0,4,655,2,0,1,12,3,1959
8964,6,2,2,2,20,3.0,0,3,9236,9,1,5,9,2973,0,6,0.0,168,6,2,1,0,1494,1,0,1,79.0,4,1200,2,0,1,5,12,1997
25904,8,3,2,2,50,3.5,1,2,14720,15,0,5,14,5271,0,6,579.0,283,9,2,1,0,2053,1,0,3,56.0,4,816,0,0,1,15,12,1995
4570,5,2,2,3,85,1.0,0,2,8846,10,0,5,10,1784,0,6,0.0,0,5,2,0,0,914,5,0,1,57.0,4,298,6,0,1,5,12,1996
11487,7,2,3,0,70,2.0,1,3,9600,81,3,7,16,2369,0,6,0.0,0,6,3,0,0,832,5,3,1,60.0,4,16,5,0,1,17,13,1925
7865,5,2,3,3,50,2.0,1,3,6240,78,3,7,16,2651,0,6,0.0,0,8,5,0,4,1128,5,3,1,52.0,4,0,0,0,1,3,8,1930
10304,7,2,2,3,80,3.0,2,3,14115,29,0,5,29,2844,0,6,225.0,233,6,2,1,4,1472,1,3,1,80.0,4,1036,7,0,1,14,9,1980
10500,6,1,2,3,50,3.0,0,3,12508,68,2,7,23,2733,0,4,0.0,245,7,0,1,0,983,1,0,1,75.0,4,660,0,0,1,11,12,1940
14144,8,2,2,2,60,2.5,0,2,10769,2,0,5,2,2634,0,6,0.0,144,7,2,0,0,866,1,0,1,68.0,4,20,5,0,1,5,12,2007
7176,6,1,2,3,20,2.0,1,3,9000,52,3,5,52,2392,0,6,74.0,0,6,3,1,2,1196,1,3,1,72.0,4,616,2,0,1,12,13,1956
4504,4,2,3,2,20,2.0,0,3,8777,60,3,5,6,1126,0,6,0.0,0,5,5,0,0,1126,5,3,1,67.0,4,0,2,0,1,7,12,1949
3380,4,1,3,3,20,1.0,0,3,11500,52,3,3,52,845,0,6,0.0,186,5,5,0,0,845,5,0,1,66.5,4,0,2,0,1,7,13,1957
9840,5,2,3,3,60,3.0,1,3,11075,39,0,4,39,2752,0,3,232.0,305,7,0,0,0,1168,1,0,1,71.0,4,562,5,0,1,11,6,1969
6105,5,1,3,3,50,2.0,0,3,9738,82,3,7,56,2005,0,6,0.0,0,7,1,1,2,949,1,3,1,60.0,4,392,0,0,1,7,0,1924
8208,6,1,3,3,70,1.0,0,3,3600,96,3,7,13,2052,0,6,0.0,0,7,5,0,0,684,5,3,1,60.0,4,0,5,0,1,17,12,1910
5922,6,1,3,3,160,1.5,0,3,1869,38,3,6,38,1470,0,6,127.0,0,5,4,0,4,483,5,3,1,21.0,4,321,5,3,1,2,6,1970
10094,7,2,2,2,20,3.0,1,2,10357,17,2,5,16,2352,0,6,0.0,0,6,2,1,2,1442,1,0,3,114.0,4,738,2,0,1,20,6,1990
4880,4,2,1,3,20,1.0,0,3,8877,55,3,5,55,2056,0,6,0.0,0,6,3,0,4,1220,5,3,1,67.0,4,836,2,0,1,7,13,1951
10500,7,2,2,2,20,2.0,0,2,8487,5,0,5,5,3000,0,6,210.0,192,6,2,0,0,1500,1,3,1,63.0,4,20,2,0,1,5,12,2004
19600,8,3,2,2,60,3.5,1,2,16545,11,2,5,11,3734,0,6,731.0,0,7,2,1,0,1310,1,0,1,90.5,4,781,5,0,1,15,12,1998
15449,7,2,2,3,20,3.0,1,3,19900,40,1,5,21,4154,0,2,287.0,301,7,2,1,4,2207,1,3,1,74.5,4,912,2,0,1,12,9,1970
8456,7,2,2,2,20,3.0,0,2,6762,4,0,5,4,2395,0,6,24.0,105,6,2,1,0,1208,1,3,1,64.0,4,686,2,0,1,5,12,2006
8975,5,1,3,3,50,2.0,0,3,12150,54,3,5,54,2845,0,6,335.0,0,7,5,0,0,1050,1,3,1,81.0,4,0,0,0,1,17,8,1954
5760,4,0,2,3,90,4.0,0,3,7711,30,1,3,30,2880,0,6,0.0,321,8,2,2,4,1440,1,0,1,42.0,0,1440,2,2,2,7,8,1977
7272,6,2,2,2,20,2.0,0,3,10420,1,2,5,1,2424,0,6,0.0,100,6,2,0,0,1212,1,3,1,83.0,4,36,2,0,1,7,12,2009
7777,7,1,3,3,50,1.0,1,3,5700,82,3,7,58,1683,0,6,0.0,0,5,5,0,4,572,5,3,1,60.0,4,0,0,0,1,17,13,1926
21720,8,2,3,2,60,4.0,2,0,8963,32,3,9,12,3857,0,6,289.0,0,11,2,0,0,1175,3,0,3,80.0,4,575,5,0,1,14,12,1976
12068,7,2,2,2,60,2.5,0,3,8924,10,0,5,9,2604,0,6,0.0,120,8,5,0,0,880,1,0,1,57.0,4,0,5,0,1,5,12,1998
7968,6,2,3,3,20,2.5,2,3,9790,47,3,5,47,2656,0,6,451.0,0,6,0,1,4,1328,1,3,3,80.0,4,569,2,0,1,14,6,1963
5260,5,1,3,3,20,2.5,0,3,8400,38,0,5,38,2104,0,6,168.0,356,5,1,1,2,1052,1,3,3,70.0,4,1016,2,0,1,12,6,1968
19336,8,2,2,2,60,2.5,1,2,16059,15,3,5,14,3705,0,6,284.0,127,9,5,0,0,1301,1,3,3,121.0,4,0,5,0,1,15,6,1991
3792,4,1,3,3,20,2.0,1,3,8190,53,3,6,53,1896,0,6,0.0,0,5,4,1,0,948,5,3,3,60.0,4,732,2,0,1,7,13,1954
14133,7,2,2,2,70,1.0,0,3,11414,99,3,8,16,2747,0,6,0.0,509,8,5,0,4,1136,5,0,1,60.0,4,0,5,0,1,3,6,1910
3476,4,0,2,1,30,1.0,0,3,5900,83,3,7,48,1309,0,6,0.0,0,4,5,0,4,869,1,0,1,51.0,4,0,2,0,1,3,13,1923
12432,8,2,2,2,120,2.0,1,2,4590,1,2,5,1,3108,0,6,108.0,156,6,2,0,0,1554,1,3,1,34.0,4,24,2,3,1,16,12,2006
12672,6,2,1,3,60,2.5,2,3,11075,39,2,5,39,3064,0,6,0.0,280,9,0,0,4,1092,1,3,1,85.0,4,500,5,0,1,12,6,1969
7080,5,2,3,2,30,2.0,0,3,25339,89,3,7,0,2232,0,6,0.0,0,7,5,0,0,1416,1,3,1,70.5,4,0,2,0,1,19,13,1918
9558,6,2,3,3,60,3.5,1,3,7415,4,3,5,4,2432,0,6,0.0,100,8,2,1,0,864,1,0,1,62.0,4,759,5,0,1,8,12,2004
8286,6,2,3,2,20,2.5,1,3,9360,38,3,7,4,2542,0,6,0.0,0,5,0,1,4,1381,1,3,3,78.0,4,982,2,0,1,14,9,1972
9792,6,1,3,3,20,3.0,1,3,9600,51,3,6,21,2872,0,2,183.0,289,6,4,1,2,1632,1,3,3,80.0,4,620,2,0,1,12,13,1958
4770,5,1,1,1,30,1.0,1,3,6305,69,3,7,57,1874,0,6,0.0,0,5,5,0,0,954,2,3,1,50.0,4,0,2,0,1,6,8,1938
