QualityArea,OverallQual,GarageCars,KitchenQual,BsmtQual,MSSubClass,TotalBath,ExterQual,Fireplaces,BsmtExposure,LotArea,HouseAge,OverallCond,TotalSF,MasVnrArea,TotRmsAbvGrd,RemodAge,ScreenPorch,Functional,WoodDeckSF,BsmtFinType1,BsmtFullBath,RoofStyle,GarageFinish,LotFrontage,1stFlrSF,LotShape,BldgType,HeatingQC,HouseStyle,FireplaceQu,BsmtCond,SaleCondition,GarageType,KitchenAbvGr,BsmtFinSF1,Neighborhood,Exterior1st,3SsnPorch,PoolArea
17145,9,3,0,0,20,2.0,0,1,3,11670,1,5,3810,302.0,8,1,0,6,0,6,0,3,0,84.0,1905,0,0,0,2,2,1,4,1,1,0,21,12,0,0
11627,7,2,2,2,60,3.5,2,1,0,10667,13,6,2460,0.0,6,13,0,6,158,2,1,1,2,43.0,827,1,0,0,5,5,4,4,1,1,385,5,12,0,0
8100,6,2,3,4,80,2.5,3,0,1,9020,44,5,2598,259.0,6,44,0,6,176,2,1,1,2,82.0,1350,3,0,4,7,3,4,4,1,1,624,12,9,0,0
11070,6,2,2,2,60,2.5,2,1,3,11218,18,5,2900,0.0,8,18,0,6,635,6,0,1,2,70.0,1055,3,0,0,5,5,4,4,1,1,0,20,13,0,0
8005,5,1,3,4,80,1.5,3,0,3,13825,50,6,2134,0.0,6,21,0,3,280,6,0,1,2,85.0,1021,3,0,4,7,3,4,4,3,1,0,19,8,0,0
8988,6,2,3,2,60,2.5,3,1,3,13031,11,5,2189,0.0,6,10,0,6,315,0,0,1,0,65.0,691,1,0,2,5,5,4,4,1,1,592,8,6,0,0
13629,7,2,2,2,60,2.5,2,1,3,12552,6,5,2938,0.0,8,5,0,6,0,2,0,1,2,100.0,991,3,0,0,5,2,4,4,1,1,222,21,12,0,0
5490,5,1,3,4,20,2.0,3,0,3,7390,53,7,2196,151.0,6,53,0,6,0,0,1,3,3,74.5,1098,0,0,4,2,3,4,4,1,1,902,12,13,0,0
6324,6,2,3,2,20,2.5,3,0,3,9750,39,8,2108,0.0,6,39,80,6,180,0,1,1,3,65.0,1054,3,0,2,2,3,4,4,1,1,602,12,6,0,0
4640,5,1,3,4,20,1.0,3,0,3,6000,51,6,1856,0.0,5,51,0,6,0,5,0,3,0,50.0,928,3,0,2,2,3,4,4,1,1,308,17,3,0,0
12740,7,1,3,4,50,3.0,3,0,3,9120,83,6,2846,0.0,8,58,0,6,0,5,1,1,3,60.0,1133,3,0,0,0,3,4,4,5,1,329,3,13,0,0
21574,7,2,3,4,75,3.5,3,2,3,15863,89,3,3509,0.0,12,39,0,6,136,2,1,1,0,102.0,1687,3,0,0,3,5,4,4,2,1,523,18,13,0,0
7152,4,1,3,4,50,2.0,3,2,0,11250,52,5,2892,0.0,8,20,0,3,120,6,1,1,3,80.0,1104,3,0,0,0,5,4,4,1,1,0,4,13,0,0
5110,5,1,3,4,30,2.0,3,0,3,7200,99,4,2044,0.0,4,3,0,1,0,0,1,3,3,60.0,1022,3,0,4,2,3,4,4,5,1,247,17,8,0,0
8918,7,2,2,2,20,3.0,2,0,3,8814,2,5,2548,80.0,6,0,0,6,264,2,1,1,2,68.0,1274,3,0,0,2,3,4,5,1,1,925,5,12,0,0
22536,9,3,0,2,60,2.5,2,1,3,11198,3,5,3626,245.0,11,1,0,6,144,6,0,3,0,77.0,1134,0,0,0,5,2,1,4,3,1,0,22,12,0,0
19377,9,3,0,0,60,3.5,2,2,2,11050,9,5,3593,204.0,8,9,0,6,253,2,1,3,0,70.0,1476,3,0,0,5,0,4,4,1,1,904,5,12,0,0
16248,8,2,2,2,60,3.5,2,1,3,9473,6,5,3159,0.0,7,6,0,6,0,2,1,1,2,75.0,1128,3,0,0,5,2,4,4,1,1,804,5,12,0,0
10944,6,2,3,4,70,1.0,3,1,3,13515,88,6,2588,0.0,8,57,0,6,0,6,0,2,3,60.0,1060,3,0,0,5,2,4,4,5,1,0,3,13,0,0
5040,5,1,3,4,20,1.0,3,1,3,11425,52,6,2016,0.0,4,52,0,6,0,1,0,1,2,74.5,1008,0,0,2,2,2,4,4,1,1,486,12,3,0,0
3470,5,1,2,4,30,1.0,3,1,3,4280,94,6,1134,0.0,4,5,0,6,0,3,0,1,3,40.0,694,3,0,4,2,2,4,4,5,1,365,6,14,0,0
10368,6,2,3,4,90,2.0,3,0,1,12640,30,5,3456,0.0,8,30,0,6,40,5,0,1,3,55.0,1728,0,2,4,2,3,4,4,1,2,936,11,9,0,0
11116,7,2,2,2,20,2.0,2,0,0,10264,7,5,3176,183.0,6,7,0,6,158,0,0,1,2,78.0,1588,0,0,0,2,3,4,4,1,1,1162,5,12,0,0
6960,5,2,3,2,20,2.5,3,1,3,11341,53,6,2784,180.0,5,14,95,4,0,0,1,3,3,70.5,1392,0,0,4,2,2,4,4,5,1,1302,19,13,0,0
44760,10,3,0,0,60,4.5,2,2,0,15623,11,5,6872,0.0,10,11,0,6,171,2,1,3,0,160.0,2411,0,0,0,5,5,4,0,1,1,2096,15,13,0,555
13783,7,2,3,2,60,2.5,3,1,3,11952,30,6,2777,0.0,8,30,276,6,0,6,0,4,2,92.0,1161,3,0,4,5,2,4,4,1,1,0,14,14,0,0
10528,7,2,2,2,120,2.0,2,1,3,3182,4,5,2850,16.0,7,3,0,6,156,2,0,1,0,43.0,1504,3,4,0,2,2,4,4,1,1,16,0,12,0,0
6380,5,1,3,4,20,1.0,3,0,3,9571,51,3,2552,0.0,5,51,0,4,0,6,0,1,3,68.0,1276,3,0,4,2,3,0,0,1,1,0,7,2,0,0
16200,9,2,0,0,20,2.0,2,0,3,11923,2,5,3600,0.0,7,2,0,6,288,6,0,1,0,122.0,1800,0,0,0,2,3,4,4,1,1,0,5,12,0,0
4896,6,0,3,2,90,2.0,3,0,0,11841,17,5,1632,104.0,5,17,0,6,0,2,1,1,1,81.0,816,3,2,4,6,3,4,4,6,1,816,7,6,0,0
5200,5,2,3,3,20,1.0,3,0,4,7200,56,7,1040,0.0,5,56,0,6,0,4,0,3,3,60.0,1040,3,0,4,2,3,2,4,5,1,0,12,13,0,0
4620,5,1,3,2,20,1.0,3,0,3,7990,33,6,1848,0.0,5,33,0,6,0,6,0,3,3,88.0,924,0,0,4,2,3,4,4,5,1,0,5,6,0,0
4992,6,2,2,4,45,1.0,3,0,3,7227,54,6,1664,0.0,4,54,0,6,0,6,0,1,3,59.0,832,3,0,2,1,3,4,4,5,1,0,12,8,0,0
13202,7,2,2,2,60,2.5,2,1,3,11214,8,5,2816,0.0,10,7,0,6,89,6,0,1,0,65.0,956,0,0,2,5,5,4,4,1,1,0,8,12,0,0
15372,7,3,2,2,20,2.0,2,1,2,14684,19,7,4354,234.0,7,18,0,6,84,0,0,3,2,90.0,2196,0,0,2,2,5,4,4,1,1,485,20,6,0,0
5195,5,2,3,4,190,2.5,3,0,2,11625,45,4,2078,0.0,6,45,0,6,0,1,1,3,3,75.0,1039,3,1,0,2,3,4,4,1,1,841,19,9,0,0
6355,5,1,3,4,50,2.0,3,1,3,21286,60,5,1991,0.0,7,58,0,6,0,6,0,1,3,115.0,720,3,0,4,0,2,4,4,1,1,0,19,13,0,0
6835,5,1,3,4,50,2.0,3,0,3,8405,108,8,2228,0.0,7,58,0,6,0,5,1,1,3,50.0,961,3,0,0,0,3,1,4,5,1,241,7,8,0,0
14651,7,2,3,2,60,2.5,3,1,3,20544,22,6,2884,123.0,7,17,0,6,364,6,0,1,0,46.0,1236,0,0,2,5,5,4,4,1,1,0,14,9,0,0
4320,5,1,3,4,20,2.0,3,1,0,15523,37,6,1728,0.0,5,37,0,6,0,1,1,1,3,36.0,864,0,0,0,2,1,4,4,1,1,460,5,6,0,0
14682,6,1,2,4,50,2.0,3,1,3,9638,91,7,3251,0.0,10,20,116,3,272,6,0,1,3,50.0,1699,3,0,0,0,2,4,4,5,1,0,18,13,0,0
6324,6,2,2,4,85,2.0,3,0,1,8800,47,7,1990,156.0,6,47,0,6,120,2,1,1,2,80.0,1054,3,0,0,6,3,4,0,1,1,763,12,8,0,0
5600,5,0,3,2,20,1.0,3,0,3,8402,0,5,2240,0.0,6,0,0,6,0,0,0,1,1,70.0,1120,3,0,0,2,3,4,5,6,1,206,11,12,0,0
11312,7,3,2,2,20,2.0,2,0,0,8688,1,5,3232,228.0,7,1,0,6,208,6,0,1,2,73.0,1616,3,0,0,2,3,4,4,1,1,0,21,12,0,0
5365,5,2,3,4,20,2.5,3,0,3,10289,42,7,2146,168.0,6,42,0,6,0,0,1,3,2,79.0,1073,3,0,4,2,3,4,4,1,1,836,12,8,0,0
6945,5,2,3,2,20,2.0,3,1,0,10010,32,5,2778,0.0,6,31,0,6,240,0,1,1,2,77.0,1389,3,0,2,2,5,4,4,1,1,1071,11,6,0,0
3444,4,2,3,4,30,1.0,3,0,3,12342,69,5,1722,0.0,4,59,0,6,158,1,0,1,3,66.5,861,0,0,0,2,3,4,4,5,1,262,7,12,0,0
7945,7,2,2,2,70,2.0,2,0,3,7200,73,9,1695,0.0,6,2,0,6,256,0,1,1,2,60.0,575,3,0,0,5,3,1,4,5,1,350,18,13,0,0
22624,8,3,2,0,60,4.0,2,1,1,9965,1,5,4294,340.0,11,0,0,6,125,2,1,3,2,77.0,1466,3,0,0,5,5,4,5,3,1,1150,5,12,0,0
12928,8,2,2,2,120,3.0,2,1,3,5389,15,5,3211,0.0,5,14,0,6,237,2,1,1,2,39.0,1616,0,4,0,2,5,4,4,1,1,1180,22,5,0,0
7185,5,2,2,2,20,3.0,2,1,1,10768,31,8,2874,0.0,6,3,180,6,0,0,1,1,2,90.0,1437,0,0,4,2,1,4,4,1,1,1157,24,9,0,0
11410,7,2,2,2,20,2.0,2,1,3,9750,9,5,3260,171.0,6,8,0,6,74,6,0,1,3,75.0,1630,3,0,0,2,5,4,4,1,1,0,5,12,0,0
14400,8,3,2,0,20,3.0,2,1,1,14331,4,5,3600,630.0,7,4,0,6,270,2,1,3,0,85.0,1800,3,0,0,2,2,4,4,1,1,1274,23,12,0,0
11130,6,2,3,4,80,2.5,2,1,3,9600,31,7,2383,360.0,7,13,0,6,113,6,0,3,2,80.0,1094,3,0,0,7,5,4,4,1,1,0,24,9,0,0
10050,6,2,3,2,60,2.5,3,1,3,24682,10,5,2516,0.0,7,10,0,6,0,6,0,1,0,65.0,892,2,0,0,5,5,4,4,3,1,0,8,12,0,0
14588,7,2,2,2,60,3.5,2,0,3,10142,6,5,3040,0.0,8,6,0,6,0,2,1,1,2,76.0,956,0,0,0,5,3,4,4,3,1,656,20,12,0,0
5555,5,1,3,4,50,1.5,3,0,2,9084,67,6,1727,0.0,5,58,0,6,48,3,0,1,3,60.0,616,3,0,4,0,3,0,4,5,1,236,7,12,0,0
2187,3,0,3,4,30,1.0,2,0,3,4130,73,6,999,0.0,5,5,0,1,0,6,0,1,1,56.0,729,0,0,2,2,3,4,4,6,1,0,3,12,0,0
9516,6,2,3,2,20,2.0,3,1,3,17043,30,5,2948,0.0,7,11,0,6,192,6,0,1,3,48.0,1586,0,0,4,2,5,0,4,1,1,0,14,6,0,0
20106,9,3,0,0,20,3.0,0,1,3,17423,1,5,4450,748.0,9,0,0,6,0,2,1,3,0,63.0,2234,0,0,0,2,2,4,5,1,1,1904,22,12,0,0
3432,4,0,3,4,20,1.0,3,0,3,8125,35,4,1716,0.0,5,35,0,6,0,1,0,1,1,74.5,858,0,0,4,2,3,4,4,6,1,614,12,6,0,0
4165,5,0,3,4,20,2.0,3,0,3,8780,24,5,1666,0.0,5,24,0,6,0,0,1,1,1,71.0,833,0,0,0,2,3,4,4,6,1,625,11,6,0,0
6415,5,2,3,4,20,2.0,3,0,3,7763,46,7,2214,0.0,6,28,0,6,0,5,1,1,3,70.0,1283,3,0,4,2,3,4,4,5,1,504,12,8,0,0
9864,6,2,3,4,20,2.0,3,2,3,9600,56,5,3060,238.0,7,56,0,6,110,2,1,3,0,80.0,1644,3,0,4,2,2,4,4,1,1,1285,12,6,0,0
8298,6,1,3,4,20,1.5,3,0,3,11600,46,5,2766,175.0,7,46,0,6,0,5,0,3,2,80.0,1383,3,0,4,2,3,4,4,1,1,565,12,13,0,0
12438,6,2,3,2,20,3.0,3,2,3,13175,32,6,3615,119.0,7,22,0,2,349,0,1,1,3,85.0,2073,3,0,4,2,5,4,4,1,1,790,14,9,0,0
7695,5,2,2,4,70,2.0,3,1,3,10440,104,8,2189,0.0,8,6,0,6,70,6,0,1,3,60.0,958,3,0,2,5,4,4,4,5,1,0,17,8,0,0
10864,7,3,2,2,20,2.0,2,0,0,10084,1,5,3104,196.0,7,0,0,6,144,2,0,1,2,84.0,1552,3,0,0,2,3,4,5,1,1,24,5,12,0,0
4625,5,1,3,4,20,1.5,3,0,3,9100,44,6,1850,0.0,5,44,0,6,0,1,0,1,3,70.0,925,3,0,0,2,3,4,4,5,1,338,12,12,0,0
9898,7,2,2,2,20,2.0,2,0,0,8773,6,5,2828,98.0,6,6,0,6,132,2,0,1,2,65.0,1414,3,0,0,2,3,4,4,1,1,24,5,12,0,0
4578,3,0,1,4,50,1.0,1,0,3,8470,94,2,2026,0.0,6,27,0,6,0,6,0,3,1,105.0,1013,0,0,4,0,3,0,0,6,1,0,9,9,0,0
8560,5,2,3,4,90,2.0,3,0,3,8393,47,5,3338,122.0,8,1,0,6,272,3,0,1,0,70.0,1712,3,2,0,2,3,4,3,1,2,528,12,8,0,0
13736,8,3,2,0,20,2.0,2,1,0,11146,3,5,3426,250.0,7,3,0,6,169,6,0,1,2,87.0,1717,0,0,0,2,2,4,4,1,1,0,16,12,0,0
8750,5,1,0,1,70,1.0,3,0,3,9000,126,6,2386,0.0,8,15,0,6,0,6,0,1,3,50.0,1089,3,0,4,5,3,0,0,5,1,0,17,12,0,0
7056,6,2,3,4,50,1.0,2,0,3,6000,72,9,1874,0.0,4,9,0,6,210,6,0,1,3,50.0,786,3,0,4,0,3,4,4,5,1,0,3,8,0,0
15488,8,2,2,2,60,2.5,2,1,3,11194,6,5,3342,40.0,7,6,0,6,188,6,0,1,2,106.0,1454,0,0,0,5,5,4,4,1,1,0,8,12,0,0
3432,4,1,3,4,20,1.0,3,0,3,7340,36,6,1716,0.0,4,36,0,6,0,0,0,1,3,74.5,858,0,0,4,2,3,4,4,5,1,322,12,6,0,0
15352,8,2,2,2,60,2.5,2,1,0,15611,0,5,2998,0.0,8,0,0,6,0,6,0,1,2,120.0,1079,3,0,0,5,2,4,5,1,1,0,5,12,0,0
12334,7,2,2,1,70,2.5,3,0,3,7200,86,7,2358,0.0,8,56,0,6,36,6,1,3,3,60.0,998,3,0,0,5,3,4,4,5,1,0,17,13,0,0
8640,5,2,3,4,90,2.0,3,0,3,13101,43,5,3456,108.0,10,43,0,6,0,3,0,1,3,74.0,1728,0,2,4,2,3,4,4,5,2,231,12,6,0,0
11382,7,2,2,2,160,3.5,2,0,3,2448,5,5,2390,106.0,6,4,0,6,0,2,1,1,2,36.0,764,3,3,0,5,3,4,4,3,1,573,16,12,0,0
10472,7,2,2,2,60,3.5,2,1,0,17104,0,5,2150,0.0,7,0,0,6,100,2,1,1,2,58.0,664,0,0,0,5,2,1,5,1,1,554,8,12,0,0
4740,6,1,3,2,30,1.0,3,0,2,6292,78,5,1558,0.0,4,58,0,6,0,5,0,1,3,52.0,790,3,0,4,2,3,4,4,5,1,384,18,13,0,0
13545,7,2,3,2,60,2.5,3,1,3,12384,31,7,2728,233.0,7,31,0,6,0,6,0,1,2,80.0,1142,3,0,4,5,5,4,4,1,1,0,14,9,0,0
13748,7,2,3,4,60,2.5,3,1,3,10480,32,6,2767,660.0,8,32,0,6,0,0,0,3,2,80.0,1098,3,0,4,5,2,4,4,1,1,403,14,9,0,0
13328,8,1,2,4,70,1.0,3,1,3,5100,83,7,2254,0.0,7,12,0,6,192,6,0,3,3,60.0,833,3,0,1,5,2,4,4,5,1,0,17,11,0,0
4925,5,1,3,2,80,2.0,2,0,0,8385,31,8,1970,220.0,6,31,0,6,210,2,0,1,3,65.0,985,3,0,4,7,3,1,4,1,1,595,5,6,0,0
9506,7,2,2,2,120,3.0,2,1,0,8198,4,5,2716,146.0,6,4,0,6,192,2,1,1,2,59.0,1358,3,4,0,2,2,4,4,1,1,720,16,12,0,0
5088,6,2,2,2,120,2.0,2,0,0,4426,6,5,1696,169.0,3,6,0,6,160,2,1,1,2,70.0,848,3,4,0,2,3,4,4,1,1,662,5,12,0,0
15760,8,3,0,2,60,2.5,2,1,2,11065,0,5,3055,788.0,8,0,0,6,177,6,0,1,0,86.0,1120,0,0,0,5,2,4,5,3,1,0,16,12,0,0
16368,8,3,2,0,20,2.5,2,1,2,11844,1,5,4092,464.0,7,1,0,6,322,6,0,3,0,80.0,2046,0,0,0,2,2,4,5,1,1,0,22,12,0,0
13055,7,3,2,2,60,3.5,2,1,3,10316,8,5,2857,0.0,7,8,0,6,0,2,1,1,2,70.0,992,0,0,0,5,5,4,4,1,1,735,5,12,0,0
12804,6,2,2,4,75,2.0,3,0,3,11888,93,6,2978,0.0,10,15,0,6,0,6,0,1,3,52.0,1445,0,0,2,4,3,4,4,5,1,0,3,13,0,0
18522,7,3,2,2,60,3.5,2,1,1,9900,16,5,3993,256.0,9,16,0,6,340,2,1,1,2,90.0,1372,3,0,0,5,5,4,4,1,1,987,15,6,0,0
7416,6,2,3,4,20,2.0,3,0,3,7407,53,7,2148,0.0,6,14,0,6,0,2,1,1,3,90.0,1236,3,0,4,2,3,4,4,1,1,600,17,8,0,0
4510,5,2,3,2,20,2.0,3,0,0,8885,23,5,1766,0.0,5,23,0,6,164,1,1,1,3,71.0,902,0,0,4,2,3,4,4,1,1,301,11,6,0,0
4560,5,1,3,4,20,2.0,3,0,3,12968,46,6,1824,0.0,4,46,176,6,140,0,1,3,3,70.5,912,1,0,4,2,3,4,4,5,1,737,19,6,0,0
9936,6,2,3,4,20,2.0,3,2,1,31770,50,5,2736,112.0,7,50,0,6,210,1,1,3,0,141.0,1656,0,0,1,2,2,1,4,1,1,639,12,3,0,0
8292,6,2,3,4,80,2.0,3,1,1,19296,47,5,2744,399.0,6,47,0,6,0,5,1,1,3,120.0,1382,3,0,4,7,5,4,4,1,1,672,12,13,0,0
10100,5,2,3,3,90,2.0,3,2,4,8400,30,5,2020,320.0,10,30,0,6,0,4,0,1,3,60.0,2020,3,2,4,2,5,2,4,5,2,0,20,9,0,0
6312,6,2,3,4,80,2.0,3,0,0,8816,39,7,2062,80.0,6,39,0,6,0,2,1,1,3,80.0,1052,3,0,2,7,3,4,4,1,1,504,4,6,0,0
20248,8,3,2,2,60,2.5,2,1,0,12257,12,5,3849,513.0,9,12,0,6,222,3,0,1,2,65.0,1328,0,0,0,5,5,4,4,1,1,56,15,12,0,0
14816,8,3,2,2,60,2.5,2,2,2,9066,9,5,2856,320.0,7,8,0,6,224,2,0,1,0,73.0,1004,0,0,0,5,5,4,4,1,1,668,5,12,0,0
13280,8,2,2,0,20,3.0,2,1,2,10182,0,5,3320,420.0,8,0,0,6,322,2,1,3,2,85.0,1660,0,0,0,2,2,4,5,1,1,1220,21,12,0,0
15381,9,2,2,0,120,3.0,2,1,0,5119,9,5,3407,60.0,5,8,0,6,97,2,1,1,0,50.0,1709,0,4,0,2,5,4,0,1,1,1238,21,8,0,0
5472,6,1,2,4,20,2.5,3,0,2,6768,47,8,1824,0.0,5,12,0,6,168,2,1,3,3,65.0,912,0,0,2,2,3,4,4,5,1,832,19,6,0,0
10584,6,2,2,2,60,3.5,3,0,3,15426,12,5,2692,0.0,7,12,0,6,276,2,1,1,2,65.0,928,0,0,0,5,3,4,4,1,1,821,5,12,0,0
8370,6,2,3,4,60,2.0,3,1,3,12936,37,6,2118,0.0,6,37,0,6,294,1,0,1,3,80.0,735,0,0,4,5,5,1,4,1,1,593,14,6,0,0
5200,5,1,3,4,20,2.5,3,0,3,7500,47,5,2080,0.0,5,47,0,6,0,0,1,1,0,75.0,1040,3,0,1,2,3,4,4,1,1,824,19,6,0,0
23920,10,3,0,0,20,2.0,0,1,1,13472,6,5,4784,922.0,8,6,0,6,248,2,0,3,0,103.0,2392,3,0,0,2,0,4,4,1,1,56,16,12,0,0
6618,6,2,2,4,30,1.0,3,1,3,6000,81,6,2206,0.0,5,26,0,6,166,1,0,1,3,50.0,1103,3,0,2,2,2,4,4,5,1,397,17,8,0,0
16624,8,3,0,0,60,3.5,2,1,3,10800,1,5,3112,100.0,8,0,0,6,0,2,1,1,0,85.0,1050,3,0,0,5,2,4,5,1,1,789,21,12,0,0
4015,5,2,3,4,45,1.0,3,0,0,5000,66,6,1523,0.0,5,57,0,6,0,1,0,1,3,50.0,803,3,0,3,1,3,4,4,5,1,116,9,8,0,0
6912,6,1,2,4,20,1.5,3,1,3,14000,59,8,2244,0.0,6,5,0,6,0,6,0,1,3,80.0,1152,3,0,0,2,2,4,3,1,1,0,6,6,0,0
8211,7,2,2,2,85,3.0,3,2,1,10625,36,6,2226,81.0,6,36,0,6,0,2,1,1,2,85.0,1173,3,0,4,6,5,4,3,1,1,885,14,9,0,0
4368,4,0,1,3,190,2.0,1,0,4,5600,80,5,1092,0.0,7,60,0,4,0,4,0,3,1,70.0,372,3,1,1,5,3,2,4,6,2,0,9,12,0,0
8920,5,1,3,2,70,1.5,3,0,2,13132,92,5,2531,0.0,9,56,0,6,203,6,0,1,3,96.0,892,3,0,2,5,3,4,4,5,1,0,6,13,0,0
13440,7,2,2,4,80,3.0,3,1,3,10192,38,6,2490,143.0,8,14,0,6,0,6,0,1,2,102.0,1222,0,0,2,7,5,4,4,1,1,0,14,8,0,0
11690,7,3,2,2,20,2.0,2,1,3,14859,0,5,3340,27.0,7,0,0,6,144,6,0,3,2,50.0,1670,0,0,0,2,2,4,5,1,1,0,8,12,0,0
8561,7,2,2,2,160,2.5,2,0,3,2544,1,5,1743,0.0,4,1,0,6,0,6,0,1,2,24.0,520,3,3,0,5,3,4,4,5,1,0,21,8,0,0
12607,7,2,3,4,20,3.0,3,2,3,15602,51,8,3302,0.0,6,13,161,6,0,0,1,1,0,100.0,1801,0,0,4,2,5,4,4,1,1,1247,6,3,0,0
8280,5,2,3,4,90,2.0,3,0,3,9246,35,5,3312,564.0,8,35,0,6,0,6,0,1,3,87.0,1656,0,2,4,2,3,4,4,5,2,0,14,9,0,0
12019,7,3,2,4,70,2.0,3,1,3,9550,91,5,2473,0.0,7,36,0,6,0,0,1,1,3,60.0,961,0,0,2,5,2,1,0,5,1,216,6,13,0,0
23391,9,3,2,2,60,2.5,2,1,3,14774,11,5,3992,165.0,10,11,0,6,668,6,0,1,0,108.0,1422,0,0,0,5,5,4,4,3,1,0,15,12,0,0
8220,5,1,2,4,70,1.5,3,2,3,9480,65,7,2372,224.0,7,12,0,6,168,3,0,1,3,79.0,888,3,0,0,5,2,4,4,1,1,386,12,8,0,0
19744,8,3,2,0,60,3.5,2,1,0,12099,3,5,3604,388.0,10,3,0,6,184,2,1,1,0,99.0,1136,0,0,0,5,2,4,4,3,1,970,16,12,0,0
6810,5,2,3,2,50,2.5,3,0,3,14115,16,5,2158,0.0,5,14,0,6,40,2,1,1,3,85.0,796,0,0,0,0,3,4,4,1,1,732,11,12,320,0
11872,8,2,0,2,20,2.0,2,1,0,9037,1,5,2960,32.0,6,1,0,6,120,2,0,3,2,64.0,1484,0,0,0,2,2,4,4,1,1,428,23,12,0,0
6000,5,2,2,4,20,2.5,3,0,2,9230,41,8,2064,166.0,6,8,0,6,0,2,1,3,3,71.0,1200,3,0,2,2,3,4,4,5,1,661,12,8,0,0
8100,6,2,3,2,20,2.0,3,1,3,10140,35,5,2414,174.0,7,35,0,6,0,6,0,3,2,78.0,1350,3,0,4,2,5,4,4,1,1,0,14,6,0,0
4608,4,0,1,3,90,2.0,3,0,4,6040,53,5,1152,0.0,6,53,0,6,0,4,0,1,1,65.0,1152,3,2,4,2,3,2,1,6,2,0,7,0,0,0
11760,7,2,2,0,20,3.0,2,1,3,10140,11,5,3330,0.0,7,10,0,0,78,3,1,3,0,78.0,1680,3,0,0,2,5,4,4,1,1,144,14,12,0,0
7200,5,1,3,4,50,1.0,3,0,3,5000,106,4,1980,0.0,6,56,0,6,0,6,0,1,3,63.0,889,3,0,2,0,3,4,4,1,1,0,17,13,0,0
6070,5,1,3,4,20,2.0,3,1,3,10355,40,5,2428,196.0,5,40,0,6,0,1,0,1,2,74.5,1214,0,0,4,2,1,4,4,1,1,695,12,8,0,0
8874,6,2,2,4,60,2.5,2,0,3,13517,34,8,2204,289.0,6,5,0,6,0,2,0,1,2,70.5,725,0,0,0,5,3,4,4,1,1,533,19,6,0,0
14408,8,3,2,2,60,2.5,2,1,3,10463,1,5,2694,0.0,8,1,0,6,0,6,0,1,0,72.0,901,0,0,0,5,2,4,4,1,1,0,8,12,0,0
8964,6,1,2,4,70,1.0,3,2,3,7500,67,7,2265,0.0,7,59,224,6,0,1,0,1,3,68.0,753,0,0,1,5,2,4,4,1,1,547,6,13,0,0
16303,7,2,2,2,60,3.5,3,1,3,11839,18,5,3804,99.0,10,18,0,6,192,2,1,3,3,86.0,1532,3,0,0,5,0,4,4,1,1,1085,20,6,0,0
12704,8,3,2,2,20,2.0,2,1,0,10000,1,5,3176,410.0,7,1,0,6,144,6,0,3,2,85.0,1588,3,0,0,2,2,1,4,1,1,0,21,12,0,0
7164,6,2,3,4,20,1.5,3,1,2,8910,47,6,1849,0.0,6,47,0,6,0,0,0,3,0,79.0,1194,3,0,0,2,1,4,4,3,1,655,12,3,0,0
8964,6,2,2,2,20,3.0,3,0,1,9236,9,5,2973,0.0,6,9,0,6,168,2,1,1,2,79.0,1494,0,0,0,2,3,4,4,1,1,1200,5,12,0,0
25904,8,3,2,2,50,3.5,2,1,0,14720,15,5,5271,579.0,9,14,0,6,283,2,1,3,0,56.0,2053,0,0,0,0,0,4,4,1,1,816,15,12,0,0
4570,5,2,3,2,85,1.0,2,0,0,8846,10,5,1784,0.0,5,10,0,6,0,2,0,1,3,57.0,914,0,0,0,6,3,4,4,5,1,298,5,12,0,0
11487,7,2,0,4,70,2.0,3,1,3,9600,81,7,2369,0.0,6,16,0,6,0,3,0,1,3,60.0,832,3,0,0,5,2,1,4,5,1,16,17,13,0,0
7865,5,2,3,4,50,2.0,3,1,3,6240,78,7,2651,0.0,8,16,0,6,0,6,0,1,3,52.0,1128,3,0,4,0,2,4,4,5,1,0,3,8,0,0
10304,7,2,3,2,80,3.0,3,2,0,14115,29,5,2844,225.0,6,29,0,6,233,2,1,1,3,80.0,1472,3,0,4,7,5,4,4,1,1,1036,14,9,0,0
10500,6,1,3,2,50,3.0,3,0,2,12508,68,7,2733,0.0,7,23,0,4,245,0,1,1,3,75.0,983,0,0,0,0,3,4,4,1,1,660,11,12,0,0
14144,8,2,2,2,60,2.5,2,0,0,10769,2,5,2634,0.0,7,2,0,6,144,2,0,1,2,68.0,866,0,0,0,5,3,4,4,1,1,20,5,12,0,0
7176,6,1,3,2,20,2.0,3,1,3,9000,52,5,2392,74.0,6,52,0,6,0,3,1,1,2,72.0,1196,3,0,2,2,2,4,4,1,1,616,12,13,0,0
4504,4,2,2,3,20,2.0,3,0,4,8777,60,5,1126,0.0,5,6,0,6,0,4,0,1,0,67.0,1126,3,0,0,2,3,2,4,5,1,0,7,12,0,0
3380,4,1,3,3,20,1.0,3,0,4,11500,52,3,845,0.0,5,52,0,6,186,4,0,1,3,66.5,845,0,0,0,2,3,2,4,5,1,0,7,13,0,0
9840,5,2,3,4,60,3.0,3,1,0,11075,39,4,2752,232.0,7,39,0,3,305,0,0,1,2,71.0,1168,0,0,0,5,4,4,4,1,1,562,11,6,0,0
