MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,QualityArea,TotalSF,HouseAge,RemodAge,TotalBath,TotalPorchSF
60,3,109.0,14154,1,1,3,3,0,0,0,16,2,2,0,5,7,5,2006,2006,1,1,12,13,1,350.0,2,4,2,0,1,3,6,0,6,0,1063,1063,1,0,1,3,1071,1101,0,2172,0,0,2,1,3,1,2,9,6,1,2,1,2006.0,2,3,947,5,5,2,192,62,0,0,0,0,3,4,1,0,8,2007,6,5,15204,3235,1,1,2.5,62
20,3,43.0,3182,1,1,3,3,0,4,0,0,2,2,0,2,7,5,2007,2007,1,1,12,13,1,16.0,2,4,2,2,4,0,6,0,6,0,1266,1266,1,0,1,3,1266,0,0,1266,0,0,2,0,2,1,2,6,6,1,2,1,2007.0,0,2,388,5,5,2,100,16,0,0,0,0,3,4,1,0,3,2008,8,4,8862,2532,1,1,2.0,16
20,1,75.0,7862,1,1,0,3,0,4,0,21,2,2,0,2,6,5,2009,2009,1,1,12,13,2,0.0,2,4,2,2,4,3,2,27,6,0,1191,1218,1,0,1,3,1218,0,0,1218,0,0,2,0,2,1,2,4,6,0,3,1,2009.0,0,2,676,5,5,2,0,102,0,0,0,0,3,4,1,0,9,2009,6,5,7308,2436,0,0,2.0,102
20,3,57.0,8280,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1950,1950,1,1,3,3,2,0.0,3,4,1,4,4,3,6,0,6,0,932,932,1,0,1,0,932,0,0,932,0,0,1,0,2,1,2,4,6,1,2,1,1950.0,3,1,306,5,5,2,0,0,214,0,0,0,3,0,1,0,11,2007,8,4,5592,1864,57,57,1.0,214
160,3,24.0,2308,1,1,3,3,0,4,0,13,2,2,4,5,6,5,1974,1974,1,1,9,2,2,0.0,3,4,1,4,4,3,0,257,5,495,103,855,1,4,1,3,855,467,0,1322,0,1,2,1,3,1,3,6,6,1,1,1,1974.0,3,2,440,5,5,2,260,0,0,0,0,0,3,4,1,0,6,2009,8,4,7932,2177,35,35,3.0,0
50,4,59.0,5310,1,1,3,3,0,0,0,17,1,2,0,0,6,8,1910,2003,3,1,12,13,2,0.0,3,2,1,4,0,3,6,0,6,0,485,485,1,2,1,3,1001,634,0,1635,0,0,1,0,2,1,2,5,6,0,3,1,1950.0,3,1,255,1,5,2,394,0,0,0,0,0,3,4,1,0,6,2006,8,4,9810,2120,96,3,1.0,0
20,3,74.5,17600,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1960,1960,1,1,13,14,1,30.0,3,4,1,4,4,3,1,1270,6,0,208,1478,1,0,1,0,1478,0,0,1478,1,0,2,0,3,1,3,6,6,2,2,1,1960.0,3,2,498,5,5,2,0,40,0,0,0,0,3,4,1,0,12,2009,8,4,8868,2956,49,49,3.0,40
50,3,58.0,8410,1,1,3,3,0,2,0,7,1,2,0,0,5,3,1910,1996,2,1,13,13,2,0.0,3,1,2,4,4,3,6,0,6,0,658,658,1,4,1,3,658,526,0,1184,0,0,1,0,5,1,3,8,6,0,3,6,1910.0,1,0,0,3,3,0,0,151,0,0,0,0,3,4,1,0,5,2006,8,1,5920,1842,96,10,1.0,151
60,3,65.0,8450,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,1,196.0,2,4,2,2,4,3,2,706,6,0,150,856,1,0,1,3,856,854,0,1710,1,0,2,1,3,1,2,8,6,0,3,1,2003.0,2,2,548,5,5,2,0,61,0,0,0,0,3,4,1,0,2,2008,8,4,11970,2566,5,5,3.5,61
85,3,71.0,7540,1,1,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,1,12,13,2,0.0,3,4,1,2,4,0,2,773,6,0,115,888,1,0,1,3,912,0,0,912,1,0,1,0,2,1,3,5,6,1,5,1,1978.0,2,2,470,5,5,2,0,0,0,0,192,0,3,2,1,0,6,2007,8,4,5472,1800,29,29,2.0,192
60,3,80.0,28698,1,1,1,2,0,1,2,4,2,2,0,5,5,5,1967,1967,0,4,9,10,2,0.0,3,4,2,4,1,1,3,249,0,764,0,1013,1,4,1,3,1160,966,0,2126,0,1,2,1,3,1,3,7,3,0,3,1,1967.0,0,2,538,5,5,2,486,0,0,0,225,0,3,4,1,0,6,2009,8,0,10630,3139,42,42,3.0,225
80,3,73.0,9735,1,1,3,3,0,4,0,23,2,2,0,7,5,5,2006,2007,1,1,12,13,2,0.0,3,4,2,2,4,3,6,0,6,0,384,384,1,2,1,3,754,640,0,1394,0,0,2,1,3,1,2,7,6,0,3,3,2007.0,0,2,400,5,5,2,100,0,0,0,0,0,3,4,1,0,5,2008,8,4,6970,1778,2,1,2.5,0
20,3,80.0,8480,1,1,3,3,0,0,0,19,2,2,0,2,5,6,1963,1963,3,1,6,6,2,0.0,3,4,1,4,4,3,2,630,6,0,340,970,1,4,1,3,970,0,0,970,1,0,1,0,2,1,3,5,6,0,3,5,1996.0,3,2,624,5,5,2,0,24,0,0,192,0,3,4,1,0,7,2007,8,4,4850,1940,44,44,2.0,216
80,3,71.0,12328,1,1,0,3,0,4,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,1,335.0,3,4,1,4,4,0,2,539,6,0,473,1012,1,4,1,3,1034,0,0,1034,1,0,1,0,3,1,3,6,6,0,3,1,1976.0,3,3,888,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2010,8,4,6204,2046,34,34,2.0,0
60,3,89.0,11645,1,1,0,3,0,0,0,5,2,2,0,5,7,5,2004,2004,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0,6,0,860,860,1,0,1,3,860,860,0,1720,0,0,2,1,3,1,2,7,6,0,3,1,2004.0,2,2,565,5,5,2,0,70,0,0,0,0,3,4,1,0,8,2006,8,4,12040,2580,2,2,2.5,70
190,4,50.0,6000,1,1,3,3,0,4,0,17,2,2,1,0,5,4,1954,1954,1,1,13,14,2,0.0,3,4,1,4,4,3,6,0,6,0,811,811,1,4,1,0,811,576,0,1387,0,0,2,0,3,2,2,7,6,0,3,3,1954.0,3,1,256,5,5,2,0,0,0,0,0,0,3,4,1,0,11,2009,8,4,6935,2198,55,55,2.0,0
80,3,124.0,11512,1,1,0,3,0,0,0,7,2,2,0,7,6,7,1959,2006,1,1,9,10,1,84.0,3,4,1,4,4,0,0,719,6,0,300,1019,1,2,1,3,1357,0,0,1357,1,0,1,0,2,1,0,5,6,1,2,2,1959.0,2,1,312,5,5,2,0,0,0,0,163,0,3,0,1,0,5,2008,8,4,8142,2376,49,2,2.0,163
20,3,73.0,9300,1,1,3,3,0,4,0,12,1,2,0,2,5,5,1960,1960,1,1,8,6,1,324.0,3,4,1,4,4,3,5,697,6,0,571,1268,1,4,1,3,1264,0,0,1264,1,0,1,0,3,1,3,6,6,2,2,1,1960.0,3,2,461,5,5,2,0,0,0,0,143,0,3,4,1,0,4,2010,8,4,6320,2532,50,50,2.0,143
60,3,149.0,12589,1,1,1,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0,6,0,742,742,1,0,1,3,742,742,0,1484,0,0,2,1,3,1,2,8,6,1,2,1,2005.0,0,2,390,5,5,2,36,24,0,0,0,0,3,4,1,0,6,2009,8,4,8904,2226,4,4,2.5,24
160,3,44.0,5306,1,1,0,3,0,4,0,22,2,2,4,5,7,7,1987,1987,1,1,6,6,2,0.0,2,2,2,2,1,3,2,495,5,215,354,1064,1,2,1,3,1064,703,0,1767,1,0,2,0,2,1,2,5,6,1,5,1,1987.0,2,2,504,2,5,2,441,35,0,0,0,0,3,4,1,0,6,2006,8,4,12369,2831,19,19,3.0,35
30,4,70.0,5684,1,1,3,3,0,4,0,17,2,2,0,2,6,8,1930,2005,3,1,13,14,2,0.0,3,4,0,4,4,3,6,0,6,0,813,813,1,0,1,0,813,0,0,813,0,0,1,0,2,1,2,5,6,0,3,5,1932.0,3,1,270,1,1,0,0,113,0,0,0,0,3,4,1,0,6,2006,8,4,4878,1626,76,1,1.0,113
190,4,60.0,6780,1,1,3,3,0,4,0,9,2,2,1,0,6,8,1935,1982,1,1,13,14,2,0.0,3,1,1,4,4,0,2,490,6,0,30,520,1,2,0,3,520,0,234,754,1,0,1,0,2,1,3,5,6,0,3,6,1935.0,1,0,0,3,3,0,53,0,0,0,0,0,3,4,1,0,6,2006,8,4,4524,1040,71,24,2.0,0
20,3,313.0,27650,1,1,1,1,0,4,1,12,3,2,0,2,7,7,1960,2007,0,4,13,14,2,0.0,3,4,1,2,4,1,2,425,6,0,160,585,1,0,1,3,2069,0,0,2069,1,0,2,0,4,1,2,9,6,1,2,1,1960.0,2,2,505,5,5,2,0,0,0,0,0,0,3,4,1,0,11,2008,8,4,14483,2654,48,1,3.0,0
80,3,85.0,10200,1,1,3,3,0,4,0,23,2,2,0,7,6,5,1988,1989,1,1,6,6,1,219.0,2,4,1,2,4,0,2,783,6,0,678,1461,1,0,1,3,1509,0,0,1509,1,0,2,0,3,1,2,5,6,1,1,1,1988.0,2,2,600,5,5,2,224,0,0,0,0,0,3,4,1,0,8,2008,8,0,9054,2970,20,19,3.0,0
60,3,65.0,8125,1,1,3,3,0,4,0,8,2,2,0,5,6,5,1994,1995,1,1,6,6,2,0.0,3,4,2,2,4,3,6,0,6,0,702,702,1,2,1,3,702,779,0,1481,0,0,2,1,3,1,3,6,6,1,5,1,1994.0,0,2,343,5,5,2,0,36,0,0,0,0,3,4,1,0,3,2009,8,4,8886,2183,15,14,2.5,36
190,3,60.0,9873,1,1,3,3,0,4,0,3,6,2,1,2,4,5,1970,1970,1,1,6,6,1,160.0,3,4,1,4,4,0,0,789,6,0,171,960,2,4,0,3,960,0,0,960,1,0,1,0,3,1,3,6,6,0,3,5,1970.0,3,2,576,5,5,2,0,288,0,0,0,0,3,4,1,0,5,2006,8,4,3840,1920,36,36,2.0,288
20,3,60.0,7200,1,1,3,3,0,4,0,12,2,2,0,2,4,5,1950,1950,1,1,3,14,2,0.0,3,4,3,3,2,4,4,0,4,0,0,0,1,4,1,0,1040,0,0,1040,0,0,1,0,2,1,3,4,6,0,3,5,1950.0,3,2,420,5,5,2,0,29,0,0,0,0,3,4,1,0,7,2006,8,4,4160,1040,56,56,1.0,29
90,3,60.0,7200,1,1,3,3,0,4,0,12,2,2,2,2,4,5,1949,1950,1,1,3,11,2,0.0,3,4,3,3,2,4,4,0,4,0,0,0,5,1,0,1,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,3,5,1956.0,3,2,420,5,5,2,0,0,0,0,0,0,3,4,1,0,6,2009,8,4,4160,1040,60,59,2.0,0
70,3,54.0,7588,1,1,3,3,0,4,0,6,2,2,0,5,7,6,1920,1950,1,1,11,12,2,0.0,3,4,0,1,4,3,3,352,6,0,441,793,1,2,1,3,901,901,0,1802,0,0,1,1,4,1,3,9,6,1,2,5,1920.0,3,1,216,1,5,2,0,0,40,0,0,0,3,4,1,0,7,2006,8,4,12614,2595,86,56,1.5,40
60,1,75.0,9000,1,1,3,3,0,4,0,21,2,2,0,5,8,5,2007,2007,1,1,5,5,2,0.0,2,4,2,2,4,0,2,64,6,0,1120,1184,1,0,1,3,1184,1426,0,2610,0,0,2,1,4,1,0,11,6,1,2,3,2007.0,0,2,550,5,5,2,208,364,0,0,0,0,3,4,1,0,8,2007,6,5,20880,3794,0,0,2.5,364
20,3,134.0,17755,1,1,3,3,0,4,0,7,2,2,0,2,5,4,1959,1959,1,1,6,10,1,132.0,3,4,1,4,4,3,1,176,6,0,1290,1466,1,4,1,3,1466,0,0,1466,0,0,1,1,3,1,1,6,6,2,2,1,1959.0,0,2,528,5,5,2,0,140,0,0,100,0,3,4,1,0,11,2006,8,4,7330,2932,47,47,1.5,240
50,4,60.0,10800,1,1,3,3,0,4,0,17,0,2,0,0,5,6,1915,1950,1,1,8,8,2,0.0,3,2,2,1,4,3,3,686,6,0,0,686,1,4,1,3,966,686,0,1652,1,0,2,0,4,1,3,7,6,0,3,5,1961.0,3,1,416,5,5,2,0,0,196,0,0,0,3,4,3,1200,6,2010,8,4,8260,2338,95,60,3.0,196
60,3,59.0,11228,1,1,1,3,0,1,0,20,2,2,0,5,7,5,1993,1993,1,1,12,13,2,0.0,2,4,2,2,4,3,1,50,2,531,499,1080,1,0,1,3,1080,1017,0,2097,0,1,2,1,3,1,2,9,6,1,5,1,1993.0,3,3,678,5,5,2,196,187,0,0,0,0,3,4,1,0,12,2008,8,4,14679,3177,15,15,3.0,187
120,4,44.0,4750,1,1,0,1,0,4,1,6,2,2,4,2,8,5,2006,2007,3,1,12,13,3,481.0,2,4,2,2,4,1,2,1573,6,0,0,1573,1,0,1,3,1625,0,0,1625,1,1,2,0,2,1,2,5,6,1,2,1,2006.0,0,2,538,5,5,2,123,0,0,0,153,0,3,4,1,0,12,2007,8,3,13000,3198,1,0,3.5,153
50,3,81.0,15593,1,1,3,3,0,0,0,4,2,2,0,0,7,4,1953,1953,1,1,3,0,2,0.0,2,4,1,4,4,3,1,603,6,0,701,1304,2,4,1,3,1304,983,0,2287,0,0,2,0,3,1,3,7,6,1,5,1,1953.0,0,2,667,5,5,2,0,21,114,0,0,0,3,4,1,0,7,2006,8,4,16009,3591,53,53,2.0,135
60,3,107.0,13891,1,1,3,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,1,12,13,3,424.0,0,4,2,0,4,1,6,0,6,0,1734,1734,1,0,1,3,1734,1088,0,2822,0,0,3,1,4,1,0,12,6,1,2,3,2009.0,2,3,1020,5,5,2,52,170,0,0,192,0,3,4,1,0,1,2009,6,5,25398,4556,1,0,3.5,362
60,3,65.0,12224,1,1,0,3,0,0,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,1,40.0,2,4,2,2,4,3,2,695,6,0,297,992,1,0,1,3,1022,1032,0,2054,1,0,2,1,3,1,2,7,6,1,5,3,2000.0,2,2,390,5,5,2,24,48,0,0,0,0,3,4,1,0,7,2009,8,4,12324,3046,9,9,3.5,48
190,3,90.0,15750,1,1,3,3,0,0,0,6,2,2,1,2,5,5,1953,1953,3,1,8,8,1,56.0,3,4,1,4,4,2,1,841,6,0,324,1165,1,4,1,3,1336,0,0,1336,1,0,1,0,2,1,3,5,6,2,2,1,1953.0,3,1,375,5,5,2,0,0,0,0,0,0,3,4,1,0,6,2006,8,4,6680,2501,53,53,2.0,0
20,3,68.0,9450,1,1,3,0,0,4,1,7,2,2,0,2,4,5,1954,1954,1,1,8,8,2,0.0,3,4,1,4,4,3,3,552,6,0,342,894,1,0,1,3,894,0,0,894,0,0,1,0,3,1,3,5,6,0,3,5,1999.0,3,2,400,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2007,8,0,3576,1788,53,53,1.0,0
120,3,32.0,10846,1,1,0,3,0,1,0,24,2,2,4,2,8,5,1993,1993,1,1,3,3,2,0.0,2,4,2,2,4,1,2,1619,6,0,100,1719,1,0,1,3,1719,0,0,1719,2,0,1,1,1,1,2,6,6,2,2,1,1993.0,0,2,473,5,5,2,122,30,0,0,0,0,3,4,1,0,5,2008,2,4,13752,3438,15,15,3.5,30
60,3,81.0,10944,1,1,0,3,0,4,0,15,2,2,0,5,7,5,1994,1994,1,1,12,13,1,448.0,2,4,2,2,4,3,2,1000,6,0,223,1223,1,0,1,3,1223,904,0,2127,1,0,2,1,3,1,2,5,6,2,5,1,1994.0,2,2,525,5,5,2,171,132,0,0,0,0,3,4,1,0,8,2008,8,4,14889,3350,14,14,3.5,132
20,3,80.0,8800,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1964,1964,3,1,6,6,1,425.0,3,4,1,4,4,3,1,553,6,0,698,1251,1,4,1,3,1251,0,0,1251,1,0,1,0,3,1,3,6,6,2,2,1,1964.0,2,1,461,5,5,2,0,116,0,0,0,0,3,2,3,700,3,2006,8,4,7506,2502,42,42,2.0,116
20,3,70.0,7535,1,1,0,3,0,4,0,12,2,2,0,2,5,7,1958,1985,1,1,8,8,2,0.0,3,4,1,4,4,3,1,111,3,279,522,912,1,1,1,3,912,0,0,912,0,1,1,0,2,1,3,5,6,0,3,1,1958.0,0,1,297,5,5,2,12,285,0,0,0,0,3,3,3,480,6,2007,8,4,4560,1824,49,22,1.5,285
50,4,50.0,5925,1,1,3,3,0,4,0,17,2,2,0,0,3,6,1910,1950,1,1,12,13,2,0.0,3,4,0,4,4,3,6,0,6,0,600,600,3,1,0,3,600,368,0,968,0,0,1,0,2,1,3,6,6,0,3,6,1910.0,1,0,0,3,3,2,0,0,0,0,0,0,3,1,1,0,5,2009,8,0,2904,1568,99,59,1.0,0
60,3,44.0,9548,1,1,0,3,0,1,0,5,2,2,0,5,7,6,2003,2003,1,1,12,13,1,223.0,2,4,2,2,4,3,2,483,6,0,458,941,1,0,1,3,941,888,0,1829,1,0,2,1,3,1,2,7,6,1,5,1,2003.0,2,2,613,5,5,2,192,39,0,0,0,0,3,4,1,0,1,2010,8,4,12803,2770,7,7,3.5,39
60,3,80.0,18800,1,1,0,3,0,2,0,14,2,2,0,5,6,5,1976,1976,1,1,6,6,1,120.0,3,4,2,2,4,2,2,712,6,0,84,796,1,4,1,3,790,784,0,1574,1,0,2,1,3,1,3,6,6,1,5,1,1976.0,0,2,566,5,5,2,306,111,0,0,0,0,3,4,1,0,7,2006,8,4,9444,2370,30,30,3.5,111
30,0,60.0,7879,1,1,3,3,0,4,0,9,2,2,0,2,4,5,1920,1950,1,1,13,14,2,0.0,3,4,1,4,4,3,5,495,6,0,225,720,1,4,0,0,720,0,0,720,0,0,1,0,2,1,3,4,6,0,3,6,1920.0,1,0,0,3,3,0,0,523,115,0,0,0,3,1,1,0,11,2009,8,0,2880,1440,89,59,1.0,638
20,3,129.0,16737,1,1,3,3,0,3,0,16,2,2,0,2,9,5,2004,2005,3,1,12,13,1,66.0,2,4,2,0,4,0,2,1447,6,0,533,1980,1,0,1,3,1980,0,0,1980,1,0,2,0,3,1,0,8,6,1,2,1,2004.0,0,3,770,5,5,2,194,45,0,0,0,0,3,4,1,0,9,2006,8,4,17820,3960,2,1,3.0,45
20,3,91.0,14145,1,1,3,3,0,0,0,14,2,2,0,2,7,7,1984,1998,1,1,13,14,2,0.0,2,4,1,2,4,2,0,213,6,0,995,1208,1,0,1,3,1621,0,0,1621,1,0,2,0,3,1,2,8,6,0,3,1,1984.0,2,2,440,5,5,2,108,45,0,0,0,0,3,4,3,400,5,2006,8,4,11347,2829,22,8,3.0,45
20,3,80.0,16635,1,1,0,3,0,2,0,14,2,2,0,2,6,7,1977,2000,1,1,5,5,3,126.0,2,4,1,2,4,3,0,1246,6,0,356,1602,1,2,1,3,1602,0,0,1602,0,1,2,0,3,1,2,8,6,1,5,1,1977.0,0,2,529,5,5,2,240,0,0,0,0,0,3,4,1,0,6,2009,8,4,9612,3204,32,9,2.5,0
40,4,40.0,5400,1,2,3,3,0,0,0,17,2,2,0,2,6,7,1926,2004,1,1,8,8,2,0.0,3,2,0,4,4,2,3,370,6,0,779,1149,1,2,1,0,1149,467,0,1616,0,0,2,0,3,1,2,5,6,0,3,5,1926.0,3,1,216,5,5,2,0,0,183,0,0,0,3,4,1,0,10,2007,8,4,9696,2765,81,3,2.0,183
20,3,47.0,16321,1,1,0,3,0,1,0,12,2,2,0,2,5,6,1957,1997,1,1,8,8,2,0.0,3,4,1,4,4,1,1,1277,6,0,207,1484,1,4,1,3,1600,0,0,1600,1,0,1,0,2,1,3,6,6,2,2,1,1957.0,2,1,319,5,5,2,288,258,0,0,0,0,3,4,1,0,12,2006,8,4,8000,3084,49,9,2.0,258
80,3,80.0,10448,1,1,0,3,0,0,0,14,2,2,0,7,6,6,1972,1972,1,1,6,6,1,333.0,3,4,1,4,4,3,6,0,6,0,689,689,1,4,1,3,1378,741,0,2119,0,0,2,1,3,1,3,7,6,1,5,1,1972.0,2,2,583,5,5,2,0,104,0,0,0,0,3,0,1,0,8,2009,0,0,12714,2808,37,37,2.5,104
160,4,24.0,2522,1,1,3,3,0,4,0,7,2,2,3,5,7,5,2004,2004,1,1,12,13,3,50.0,2,4,2,2,4,3,6,0,6,0,970,970,1,0,1,3,970,739,0,1709,0,0,2,0,3,1,2,7,0,0,3,5,2004.0,3,2,380,5,5,2,0,40,0,0,0,0,3,4,1,0,5,2006,8,4,11963,2679,2,2,2.0,40
20,3,93.0,11160,1,1,3,3,0,0,0,12,2,2,0,2,7,5,1968,1968,3,1,3,3,2,0.0,2,4,1,4,4,3,0,1065,6,0,1045,2110,1,0,1,3,2110,0,0,2110,1,0,2,1,3,1,0,8,6,2,5,1,1968.0,0,2,522,5,5,2,0,0,0,0,0,0,3,4,1,0,4,2010,8,4,14770,4220,42,42,3.5,0
30,2,70.0,4270,1,1,3,0,0,4,1,7,2,2,0,2,3,6,1931,2006,1,1,8,8,2,0.0,3,4,0,4,4,3,5,544,6,0,0,544,1,0,1,3,774,0,0,774,0,0,1,0,3,1,2,6,6,0,3,6,1931.0,1,0,0,3,3,2,0,0,286,0,0,0,3,4,1,0,5,2007,8,4,2322,1318,76,1,1.0,286
30,4,40.0,3636,1,1,3,3,0,4,0,9,2,2,0,2,4,4,1922,1950,1,1,0,0,2,0.0,3,4,0,4,0,3,6,0,6,0,796,796,1,1,0,3,796,0,0,796,0,0,1,0,2,1,3,5,6,0,3,6,1922.0,1,0,0,3,3,0,0,0,100,0,0,0,3,2,1,0,1,2008,8,4,3184,1592,86,58,1.0,100
20,3,85.0,16669,1,1,0,3,0,0,0,23,2,2,0,2,8,6,1981,1981,3,5,9,10,1,653.0,2,4,1,2,4,3,6,0,6,0,1686,1686,1,4,1,3,1707,0,0,1707,0,0,2,1,2,1,3,6,6,1,5,1,1981.0,2,2,511,5,5,2,574,64,0,0,0,0,3,4,1,0,1,2006,8,4,13656,3393,25,25,2.5,64
60,3,86.0,10562,1,1,3,3,0,4,0,16,2,2,0,5,8,5,2007,2007,1,1,12,13,3,300.0,2,4,2,0,4,3,2,1288,6,0,294,1582,1,0,1,3,1610,551,0,2161,1,0,1,1,3,1,0,8,6,1,2,1,2007.0,0,3,789,5,5,2,178,120,0,0,0,0,3,4,1,0,11,2007,6,5,17288,3743,0,0,2.5,120
60,3,70.0,8750,1,1,3,3,0,4,0,5,2,2,0,5,7,5,1996,1996,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0,6,0,880,880,1,0,1,3,909,807,0,1716,0,0,2,1,2,1,2,7,6,1,5,1,1996.0,2,2,512,5,5,2,0,120,0,0,0,0,3,4,1,0,7,2009,8,4,12012,2596,13,13,2.5,120
20,3,80.0,10197,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1961,1961,1,1,14,15,0,491.0,3,4,1,4,4,3,0,288,5,374,700,1362,1,4,1,3,1362,0,0,1362,1,0,1,1,3,1,3,6,6,1,5,1,1961.0,3,2,504,5,5,2,0,20,0,0,0,0,3,4,1,0,6,2008,0,4,8172,2724,47,47,2.5,20
60,3,70.0,9531,1,1,0,3,0,1,0,5,2,2,0,5,6,5,1998,1998,1,1,12,13,2,0.0,3,4,2,2,4,2,2,706,6,0,88,794,1,0,1,3,882,914,0,1796,1,0,2,1,3,1,3,7,6,0,3,1,1998.0,2,2,546,5,5,2,0,36,0,0,0,0,3,2,1,0,5,2007,8,4,10776,2590,9,9,3.5,36
120,4,64.0,5587,1,1,0,1,0,4,1,6,2,2,4,2,8,5,2008,2008,3,1,5,5,3,186.0,0,4,2,0,4,1,2,1480,6,0,120,1600,1,0,1,3,1652,0,0,1652,1,1,2,0,2,1,2,5,6,1,2,1,2008.0,0,2,482,5,5,2,162,53,0,153,0,0,3,4,1,0,11,2008,6,5,13216,3252,0,0,3.5,206
70,4,50.0,9000,1,1,3,3,0,4,0,17,0,2,0,5,7,9,1920,1988,3,1,12,13,2,0.0,3,2,2,4,4,3,0,624,6,0,26,650,1,0,1,3,832,650,0,1482,0,1,1,0,3,1,3,7,6,0,3,5,1930.0,3,2,324,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2009,8,4,10374,2132,89,21,1.5,0
30,4,51.0,6120,1,1,3,3,0,4,0,3,2,2,0,2,5,7,1925,1950,1,1,8,8,2,0.0,3,4,0,4,4,3,5,489,6,0,279,768,1,4,0,3,1015,0,0,1015,0,0,1,0,3,1,3,6,2,0,3,5,1925.0,3,1,450,5,5,2,0,0,112,0,120,0,3,2,3,620,7,2006,8,0,5075,1783,81,56,1.0,232
50,3,79.0,9490,1,1,3,3,0,4,0,12,0,2,0,0,6,7,1941,1950,1,1,13,14,2,0.0,3,4,1,4,4,3,1,403,5,165,238,806,1,4,1,0,958,620,0,1578,1,0,1,0,3,1,1,5,6,2,5,1,1941.0,3,1,240,5,5,2,0,0,32,0,0,0,3,2,1,0,8,2006,8,4,9468,2384,65,56,2.0,32
20,3,85.0,10200,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1954,2003,1,1,13,14,1,104.0,3,4,1,4,4,3,0,320,1,362,404,1086,1,2,1,3,1086,0,0,1086,1,0,1,0,3,1,3,6,6,0,3,1,1989.0,3,2,490,5,5,2,0,0,0,0,0,0,3,1,1,0,5,2010,8,4,5430,2172,56,7,2.0,0
160,4,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,5,5,1,236.0,3,4,1,4,4,3,6,0,6,0,672,672,1,4,1,3,672,546,0,1218,0,0,1,1,3,1,3,7,6,0,3,6,1971.0,1,0,0,3,3,0,201,0,0,0,0,0,3,4,1,0,4,2006,8,0,7308,1890,35,35,1.5,0
85,3,74.0,8740,1,1,0,3,0,4,0,19,2,2,0,6,5,6,1982,1982,3,1,6,6,2,0.0,3,4,1,4,4,0,0,672,6,0,168,840,1,4,1,3,860,0,0,860,1,0,1,0,2,1,3,4,6,0,3,5,1996.0,3,2,528,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2009,8,4,4300,1700,27,27,2.0,0
50,4,55.0,8800,1,0,3,3,0,0,0,17,2,2,0,0,4,7,1910,2004,1,1,13,14,2,0.0,3,4,0,4,0,3,6,0,6,0,576,576,1,2,1,3,792,348,0,1140,0,0,1,0,3,1,3,7,3,0,3,6,1910.0,1,0,0,3,3,0,0,160,0,0,0,0,3,4,1,0,6,2010,8,4,4560,1716,100,6,1.0,160
70,3,60.0,7200,1,1,3,1,0,4,1,6,2,2,0,5,7,6,1931,2000,1,1,11,15,2,0.0,3,1,0,2,4,3,6,0,6,0,776,776,1,4,1,3,851,651,0,1502,0,0,1,1,3,1,3,6,6,1,2,1,1931.0,2,1,270,5,5,1,0,0,112,0,0,0,3,2,1,0,2,2008,8,4,10514,2278,77,8,1.5,112
